Object Number,Is Highlight,Is Public Domain,Object ID,Department,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Metadata Date,Repository
"Plate: 5 3/8 × 6 1/8 in. (13.6 × 15.6 cm)""","Harris Brisbane Dick Fund, 1932",,,,,,,,,,,,Albums|Prints|Ornament & Architecture,,http://www.metmuseum.org/art/collection/search/813864,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
32.123.27,FALSE,TRUE,813865,Drawings and Prints,Album Print Ornament & Architecture,Plate from the Print Series 'Grateske voer golt smeden Schrijnwerkers Ende andere des nodich hebbende',,,,,,Artist and engraver,,Meinert Gelijs,"Dutch, active ca. 1610–1630",,"Gelijs, Meinert",,,,ca. 1610–1630,1605,1615,Blackwork,7 3/4 × 11 7/16 × 1/8 in. (19.7 × 29 × 0.3 cm),,,,,,,,,,,,,,,,,
"Plate: 5 3/8 × 6 1/8 in. (13.6 × 15.6 cm)""","Harris Brisbane Dick Fund, 1932",,,,,,,,,,,,Albums|Prints|Ornament & Architecture,,http://www.metmuseum.org/art/collection/search/813865,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
32.123.28,FALSE,TRUE,813866,Drawings and Prints,Album Print Ornament & Architecture,Plate from the Print Series 'Grateske voer golt smeden Schrijnwerkers Ende andere des nodich hebbende',,,,,,Artist and engraver,,Meinert Gelijs,"Dutch, active ca. 1610–1630",,"Gelijs, Meinert",,,,ca. 1610–1630,1605,1615,Blackwork,7 3/4 × 11 7/16 × 1/8 in. (19.7 × 29 × 0.3 cm),,,,,,,,,,,,,,,,,
"Plate: 5 3/8 × 6 in. (13.7 × 15.3 cm)""","Harris Brisbane Dick Fund, 1932",,,,,,,,,,,,Albums|Prints|Ornament & Architecture,,http://www.metmuseum.org/art/collection/search/813866,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
32.123.29,FALSE,TRUE,813867,Drawings and Prints,Album Print Ornament & Architecture,Plate from the Print Series 'Grateske voer golt smeden Schrijnwerkers Ende andere des nodich hebbende',,,,,,Artist and engraver,,Meinert Gelijs,"Dutch, active ca. 1610–1630",,"Gelijs, Meinert",,,,ca. 1610–1630,1605,1615,Blackwork,7 3/4 × 11 7/16 × 1/8 in. (19.7 × 29 × 0.3 cm),,,,,,,,,,,,,,,,,
"Plate: 5 3/8 × 6 1/8 in. (13.7 × 15.6 cm)""","Harris Brisbane Dick Fund, 1932",,,,,,,,,,,,Albums|Prints|Ornament & Architecture,,http://www.metmuseum.org/art/collection/search/813867,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
32.123.30,FALSE,TRUE,813868,Drawings and Prints,Album Print Ornament & Architecture,Plate from the Print Series 'Grateske voer golt smeden Schrijnwerkers Ende andere des nodich hebbende',,,,,,Artist and engraver,,Meinert Gelijs,"Dutch, active ca. 1610–1630",,"Gelijs, Meinert",,,,ca. 1610–1630,1605,1615,Blackwork,7 3/4 × 11 7/16 × 1/8 in. (19.7 × 29 × 0.3 cm),,,,,,,,,,,,,,,,,
"Plate: 5 3/8 × 6 1/8 in. (13.7 × 15.6 cm)""","Harris Brisbane Dick Fund, 1932",,,,,,,,,,,,Albums|Prints|Ornament & Architecture,,http://www.metmuseum.org/art/collection/search/813868,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
1979.509,FALSE,FALSE,813869,Drawings and Prints,Print,A Sky-Blue Life,,,,,,Publisher|Printer|Artist,,Impressions Workshop|Robert E. Townsend|Peter Milton,"American, 20th century|American, born Lower Merion, Pennsylvania 1930",,"Impressions Workshop|Townsend, Robert E.|Milton, Peter",,1950      |1950      |1930      ,1999      |2000      |2030      ,1976,1976,1976,Photosensitive ground etching and engraving; presentation proof,Plate: 25 11/16 × 32 13/16 in. (65.2 × 83.4 cm),,,,,,,,,,,,,,,,,
"Sheet: 29 15/16 × 42 3/8 in. (76 × 107.7 cm)""","Gift of Stephen B. Andrus, 1979",,,,,,,,,,,,Prints,"© 2018  Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/813869,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
1991.1091.1,FALSE,FALSE,813870,Drawings and Prints,Print,Waiting for Hot Water,,,,,,Printer|Artist|Publisher,,"Bruce Porter, Trestle Editions|Martin Mull|Bruce Porter, Trestle Editions","American, born Chicago, 1943",,"Porter, Bruce|Mull, Martin|Porter, Bruce",,1950      |1943      |1950      ,9999      |9999      |9999      ,1991,1991,1991,Hand-colored lithograph,Image: 50 3/4 × 17 15/16 in. (128.9 × 45.6 cm),,,,,,,,,,,,,,,,,
"Sheet: 53 3/4 in. × 21 in. (136.6 × 53.3 cm)""","Gift of Carole Newhouse, 1991",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/813870,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
50.562.103(1),FALSE,TRUE,813871,Drawings and Prints,Album Print Ornament & Architecture,"Blackwork Designs with Birds and Insects, Plate 2 from a Series of Blackwork Ornaments combined with figures, birds, animals and flowers",,,,,,Artist|Artist|Artist and engraver,After|After,Jakob Hoefnagel|Jacques Callot|Meinert Gelijs,"German, 1575–1630|French, Nancy 1592–1635 Nancy|Dutch, active ca. 1610–1630",,"Hoefnagel, Jakob|Callot, Jacques|Gelijs, Meinert",,1575      |1592      ,1630      |1635      ,after 1622,1622,1622,Blackwork and Engraving,7 3/4 × 11 7/16 × 1/8 in. (19.7 × 29 × 0.3 cm),,,,,,,,,,,,,,,,,
"Plate: 5 13/16 × 7 7/8 in. (14.8 × 20 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1950",,,,,,,,,,,,Albums|Prints|Ornament & Architecture,,http://www.metmuseum.org/art/collection/search/813871,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
50.562.103(2),FALSE,TRUE,813872,Drawings and Prints,Album Print Ornament & Architecture,"Blackwork Designs with Acrobats, Butterflies and Other Insects, Plate 3 from a Series of Blackwork Ornaments combined with Figures, Birds, Animals and Flowers",,,,,,Artist and engraver|Artist|Artist,After|After,Meinert Gelijs|Jacques Callot|Jakob Hoefnagel,"Dutch, active ca. 1610–1630|French, Nancy 1592–1635 Nancy|German, 1575–1630",,"Gelijs, Meinert|Callot, Jacques|Hoefnagel, Jakob",,1592      |1575      ,1635      |1630      ,after 1622,1622,1622,Blackwork and Engraving,7 3/4 × 11 7/16 × 1/8 in. (19.7 × 29 × 0.3 cm),,,,,,,,,,,,,,,,,
"Plate: 5 13/16 × 7 7/8 in. (14.8 × 20 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1950",,,,,,,,,,,,Albums|Prints|Ornament & Architecture,,http://www.metmuseum.org/art/collection/search/813872,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
50.562.103(3),FALSE,TRUE,813873,Drawings and Prints,Album Print Ornament & Architecture,"Blackwork Designs with Flowers and Commedia dell'Arte Figures, Plate 4 from a Series of Blackwork Ornaments combined with Figures, Birds, Animals and Flowers",,,,,,Artist and engraver|Artist|Artist,After|After,Meinert Gelijs|Jakob Hoefnagel|Jacques Callot,"Dutch, active ca. 1610–1630|German, 1575–1630|French, Nancy 1592–1635 Nancy",,"Gelijs, Meinert|Hoefnagel, Jakob|Callot, Jacques",,1575      |1592      ,1630      |1635      ,after 1622,1622,1622,Blackwork and Engraving,7 3/4 × 11 7/16 × 1/8 in. (19.7 × 29 × 0.3 cm),,,,,,,,,,,,,,,,,
"Plate: 5 13/16 × 7 7/8 in. (14.8 × 20 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1950",,,,,,,,,,,,Albums|Prints|Ornament & Architecture,,http://www.metmuseum.org/art/collection/search/813873,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
50.562.103(4),FALSE,TRUE,813874,Drawings and Prints,Album Print Ornament & Architecture,"Blackwork Designs with Various Mammals and Birds, Plate 5 from a Series of Blackwork Ornaments combined with Figures, Birds, Animals and Flowers",,,,,,Artist|Artist|Artist and engraver,After|After,Jakob Hoefnagel|Jacques Callot|Meinert Gelijs,"German, 1575–1630|French, Nancy 1592–1635 Nancy|Dutch, active ca. 1610–1630",,"Hoefnagel, Jakob|Callot, Jacques|Gelijs, Meinert",,1575      |1592      ,1630      |1635      ,after 1622,1622,1622,Blackwork and Engraving,7 3/4 × 11 7/16 × 1/8 in. (19.7 × 29 × 0.3 cm),,,,,,,,,,,,,,,,,
"Plate: 5 7/8 × 7 13/16 in. (15 × 19.9 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1950",,,,,,,,,,,,Albums|Prints|Ornament & Architecture,,http://www.metmuseum.org/art/collection/search/813874,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
50.562.103(5),FALSE,TRUE,813875,Drawings and Prints,Album Print Ornament & Architecture,"Blackwork Designs with Flowers, Plate 6 from a Series of Blackwork Ornaments combined with Figures, Birds, Animals and Flowers",,,,,,Artist and engraver|Artist|Artist,After|After,Meinert Gelijs|Jakob Hoefnagel|Jacques Callot,"Dutch, active ca. 1610–1630|German, 1575–1630|French, Nancy 1592–1635 Nancy",,"Gelijs, Meinert|Hoefnagel, Jakob|Callot, Jacques",,1575      |1592      ,1630      |1635      ,after 1622,1622,1622,Blackwork and Engraving,7 3/4 × 11 7/16 × 1/8 in. (19.7 × 29 × 0.3 cm),,,,,,,,,,,,,,,,,
"Plate: 5 13/16 × 7 7/8 in. (14.8 × 20 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1950",,,,,,,,,,,,Albums|Prints|Ornament & Architecture,,http://www.metmuseum.org/art/collection/search/813875,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
50.562.103(6),FALSE,TRUE,813876,Drawings and Prints,Album Print Ornament & Architecture,"Blackwork Designs with Birds and Insects, Plate 7 from a Series of Blackwork Ornaments combined with Figures, Birds, Animals and Flowers",,,,,,Artist|Artist and engraver|Artist,After|After,Jacques Callot|Meinert Gelijs|Jakob Hoefnagel,"French, Nancy 1592–1635 Nancy|Dutch, active ca. 1610–1630|German, 1575–1630",,"Callot, Jacques|Gelijs, Meinert|Hoefnagel, Jakob",,1592      |1575      ,1635      |1630      ,after 1622,1622,1622,Blackwork and Engraving,7 3/4 × 11 7/16 × 1/8 in. (19.7 × 29 × 0.3 cm),,,,,,,,,,,,,,,,,
"Plate: 5 7/8 × 7 13/16 in. (15 × 19.8 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1950",,,,,,,,,,,,Albums|Prints|Ornament & Architecture,,http://www.metmuseum.org/art/collection/search/813876,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
50.562.103(7),FALSE,TRUE,813877,Drawings and Prints,Album Print Ornament & Architecture,"Blackwork Designs with Putti and Felines, Plate 8 from a Series of Blackwork Ornaments combined with Figures, Birds, Animals and Flowers",,,,,,Artist and engraver|Artist|Artist,After|After,Meinert Gelijs|Jacques Callot|Jakob Hoefnagel,"Dutch, active ca. 1610–1630|French, Nancy 1592–1635 Nancy|German, 1575–1630",,"Gelijs, Meinert|Callot, Jacques|Hoefnagel, Jakob",,1592      |1575      ,1635      |1630      ,after 1622,1622,1622,Blackwork and Engraving,7 3/4 × 11 7/16 × 1/8 in. (19.7 × 29 × 0.3 cm),,,,,,,,,,,,,,,,,
"Plate: 5 13/16 × 7 7/8 in. (14.8 × 20 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1950",,,,,,,,,,,,Albums|Prints|Ornament & Architecture,,http://www.metmuseum.org/art/collection/search/813877,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
63.350.536.600.23,FALSE,FALSE,813879,Drawings and Prints,Print,Frank Schulte from Sporting Life Cabinets (W600),,,,,,Publisher,,Sporting Life,,,Sporting Life,,1883,1924,1905,1905,1905,Commercial photolithograph,Sheet: 7 3/8 × 5 5/16 in. (18.8 × 13.5 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/813879,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
63.350.536.600.24,FALSE,FALSE,813880,Drawings and Prints,Print,Edward S. Plank from Sporting Life Cabinets (W600),,,,,,Publisher,,Sporting Life,,,Sporting Life,,1883,1924,1902,1902,1902,Commercial photolithograph,Sheet: 7 3/8 × 5 5/16 in. (18.8 × 13.5 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/813880,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
Burdick 536(60),FALSE,FALSE,813881,Drawings and Prints,Album,"Album 536, Page 60",,,,,,,,,,,,,,,ca. 1902–05,1902,1905,Commercial photolithographs,Sheet: 15 × 12 5/8 in. (38.1 × 32 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Albums|Ephemera,,http://www.metmuseum.org/art/collection/search/813881,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
63.350.536.600.25,FALSE,FALSE,813882,Drawings and Prints,Print,Luther H. Taylor from Sporting Life Cabinets (W600),,,,,,Publisher,,Sporting Life,,,Sporting Life,,1883,1924,1903,1903,1903,Commercial photolithograph,Sheet: 7 1/2 × 5 5/16 in. (19 × 13.5 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/813882,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
63.350.536.600.26,FALSE,FALSE,813883,Drawings and Prints,Print,George Stone from Sporting Life Cabinets (W600),,,,,,Publisher,,Sporting Life,,,Sporting Life,,1883,1924,1905,1905,1905,Commercial photolithograph,Sheet: 7 7/16 × 5 5/16 in. (18.9 × 13.5 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/813883,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
63.350.536.600.27,FALSE,FALSE,813884,Drawings and Prints,Print,John Thoney from Sporting Life Cabinets (W600),,,,,,Publisher,,Sporting Life,,,Sporting Life,,1883,1924,1903,1903,1903,Commercial photolithograph,Sheet: 7 3/8 × 5 1/4 in. (18.7 × 13.3 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/813884,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
Burdick 536(61),FALSE,FALSE,813885,Drawings and Prints,Album,"Album 536, Page 61",,,,,,,,,,,,,,,ca. 1903–05,1902,1905,Commercial photolithographs,Sheet: 15 × 12 5/8 in. (38.1 × 32 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Albums|Ephemera,,http://www.metmuseum.org/art/collection/search/813885,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
63.350.536.600.28,FALSE,FALSE,813886,Drawings and Prints,Print,Ira Thomas from Sporting Life Cabinets (W600),,,,,,Publisher,,Sporting Life,,,Sporting Life,,1883,1924,1906,1906,1906,Commercial photolithograph,Sheet: 7 3/8 × 5 1/4 in. (18.8 × 13.4 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/813886,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
Burdick 536(62),FALSE,FALSE,813887,Drawings and Prints,Album,"Album 536, Page 62",,,,,,,,,,,,,,,ca. 1903–06,1902,1906,Commercial photolithographs,Sheet: 15 × 12 5/8 in. (38.1 × 32 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Albums|Ephemera,,http://www.metmuseum.org/art/collection/search/813887,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
Burdick 536(63),FALSE,FALSE,813888,Drawings and Prints,Album,"Album 536, Page 63",,,,,,,,,,,,,,,1903,1903,1903,Commercial photolithographs,Sheet: 15 × 12 5/8 in. (38.1 × 32 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Albums|Ephemera,,http://www.metmuseum.org/art/collection/search/813888,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
63.350.536.600.29,FALSE,FALSE,813889,Drawings and Prints,Print,Joseph B. Tinker from Sporting Life Cabinets (W600),,,,,,Publisher,,Sporting Life,,,Sporting Life,,1883,1924,1903,1903,1903,Commercial photolithograph,Sheet: 7 7/16 × 5 5/16 in. (18.9 × 13.5 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/813889,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
63.350.536.603.1,FALSE,TRUE,813890,Drawings and Prints,Print,"Frank Francis ""Frankie"" Frisch from Sports Exchange All-Stars trade cards (W603)",,,,,,,,,,,,,,,1946–49,1946,1949,Commercial photolithograph,Sheet: 10 1/16  × 7 in. (25.5 × 17.8 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/813890,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
25.187.2,FALSE,FALSE,813891,Greek and Roman Art,Antefix,Painted terracotta antefix in the form of a female mask,,,,,,,,E. Gilliéron,,& Fils,"Gilliéron, E.",,,,,0,0,plaster,Height: 8 5/8 in. (21.9 cm),,,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/813891,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
63.350.536.603.2,FALSE,TRUE,813892,Drawings and Prints,Print,"Henry Louis ""Lou"" Gehrig from Sports Exchange All-Stars trade cards (W603)",,,,,,,,,,,,,,,1946–49,1946,1949,Commercial photolithograph,Sheet: 10 1/16  × 7 in. (25.5 × 17.8 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/813892,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
63.350.536.603.3,FALSE,TRUE,813893,Drawings and Prints,Print,"Carl ""King"" Hubbell from Sports Exchange All-Stars trade cards (W603)",,,,,,,,,,,,,,,1946–49,1946,1949,Commercial photolithograph,Sheet: 10 1/16 × 7 1/16 in. (25.5 × 17.9 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/813893,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
63.350.536.603.4,FALSE,TRUE,813894,Drawings and Prints,Print,"James Emory ""Jimmy"" Foxx from Sports Exchange All-Stars trade cards (W603)",,,,,,,,,,,,,,,1946–49,1946,1949,Commercial photolithograph,Sheet: 10 1/16 × 7 1/16 in. (25.5 × 18 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/813894,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
63.350.536.603.5,FALSE,TRUE,813895,Drawings and Prints,Print,"Rogers ""Rajah"" Hornsby from Sports Exchange All-Stars trade cards (W603)",,,,,,,,,,,,,,,1946–49,1946,1949,Commercial photolithograph,Sheet: 10 1/16 × 7 1/16 in. (25.5 × 17.9 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/813895,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
63.350.536.603.6,FALSE,TRUE,813896,Drawings and Prints,Print,"William ""Wild Bill"" Hallahan from Sports Exchange All-Stars trade cards (W603)",,,,,,,,,,,,,,,1946–49,1946,1949,Commercial photolithograph,Sheet: 10 1/16 × 7 1/16 in. (25.5 × 17.9 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/813896,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
63.350.536.603.7,FALSE,TRUE,813897,Drawings and Prints,Print,"Lewis ""Hack"" Wilson from Sports Exchange All-Stars trade cards (W603)",,,,,,,,,,,,,,,1946–49,1946,1949,Commercial photolithograph,Sheet: 10 × 7 in. (25.4 × 17.8 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/813897,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
1982.1182.266,FALSE,TRUE,813899,Photographs,Stereograph,"The Wonderful Universe Explorer, The Great 86-inch Equatorial Telescope, Lick Observatory, Mt. Hamilton, California.",,,,,,Publisher,,Underwood & Underwood,American,,Underwood & Underwood,,,,1902,1902,1902,Albumen silver prints,,"Gift of Weston J. Naef, in memory of Kathleen W. Naef and Weston J. Naef Sr., 1982",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/813899,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
63.350.536.603.8,FALSE,TRUE,813900,Drawings and Prints,Print,"Robert Moses ""Lefty"" Grove from Sports Exchange All-Stars trade cards (W603)",,,,,,,,,,,,,,,1946–49,1946,1949,Commercial photolithograph,Sheet: 10 in. × 7 1/16 in. (25.4 × 17.9 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/813900,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
63.350.536.603.9,FALSE,TRUE,813901,Drawings and Prints,Print,"George Herman ""Babe"" Ruth from Sports Exchange All-Stars trade cards (W603)",,,,,,,,,,,,,,,1946–49,1946,1949,Commercial photolithograph,Sheet: 10 1/16 × 7 1/16 in. (25.5 × 17.9 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/813901,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
1982.1182.291,FALSE,TRUE,813902,Photographs,Stereograph,"Full Moon: The Left Hand Moon was Photographed June 2d, 1871. The Right Hand Moon was Photographed Aug. 29, 1871.",,,,,,Artist|Publisher,,L. M. Rutherford|E. & H. T. Anthony,American,,"Rutherford, L. M.|E. & H. T. Anthony",,,,1871,1871,1871,Albumen silver prints,,"Gift of Weston J. Naef, in memory of Kathleen W. Naef and Weston J. Naef Sr., 1982",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/813902,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
